hop_name	hop_purpose	country	link	brew_value	range_min	range_max	range_mean
First Gold	Dual	United Kingdom	https://beermaverick.com/hop/first-gold/	Humulene	20	24	22
First Gold	Dual	United Kingdom	https://beermaverick.com/hop/first-gold/	Caryophyllene	6	7	6.5
First Gold	Dual	United Kingdom	https://beermaverick.com/hop/first-gold/	Farnesene	2	4	3
First Gold	Dual	United Kingdom	https://beermaverick.com/hop/first-gold/	All Others	37	48	48
Flyer	Dual	United Kingdom	https://beermaverick.com/hop/flyer/	Alpha Acid %	8.3	14.5	11.4
Flyer	Dual	United Kingdom	https://beermaverick.com/hop/flyer/	Beta Acid %	4.1	6	5.1
Flyer	Dual	United Kingdom	https://beermaverick.com/hop/flyer/	Alpha-Beta Ratio	1	4	2
Flyer	Dual	United Kingdom	https://beermaverick.com/hop/flyer/	Co-Humulone as % of Alpha	26	35	30.5
Flyer	Dual	United Kingdom	https://beermaverick.com/hop/flyer/	Total Oils (mL/100g)	NA	NA	0.6
Flyer	Dual	United Kingdom	https://beermaverick.com/hop/flyer/	Myrcene	17	25	21
Flyer	Dual	United Kingdom	https://beermaverick.com/hop/flyer/	Humulene	22	23	22.5
Flyer	Dual	United Kingdom	https://beermaverick.com/hop/flyer/	Caryophyllene	0	1	0.5
Flyer	Dual	United Kingdom	https://beermaverick.com/hop/flyer/	Farnesene	0	1	0.5
Flyer	Dual	United Kingdom	https://beermaverick.com/hop/flyer/	All Others	50	61	61
Fuggle	Aroma	United Kingdom	https://beermaverick.com/hop/fuggle/	Alpha Acid %	2.4	6.1	4.3
Fuggle	Aroma	United Kingdom	https://beermaverick.com/hop/fuggle/	Beta Acid %	2.1	3.5	2.8
Fuggle	Aroma	United Kingdom	https://beermaverick.com/hop/fuggle/	Alpha-Beta Ratio	1	3	2
Fuggle	Aroma	United Kingdom	https://beermaverick.com/hop/fuggle/	Co-Humulone as % of Alpha	25	32	28.5
Fuggle	Aroma	United Kingdom	https://beermaverick.com/hop/fuggle/	Total Oils (mL/100g)	44	1	0.7
Fuggle	Aroma	United Kingdom	https://beermaverick.com/hop/fuggle/	Myrcene	15	25	20
Fuggle	Aroma	United Kingdom	https://beermaverick.com/hop/fuggle/	Humulene	30	40	35
Fuggle	Aroma	United Kingdom	https://beermaverick.com/hop/fuggle/	Caryophyllene	11	15	13
Fuggle	Aroma	United Kingdom	https://beermaverick.com/hop/fuggle/	Farnesene	5	8	6.5
Fuggle	Aroma	United Kingdom	https://beermaverick.com/hop/fuggle/	All Others	12	39	39
Godiva	Aroma	United Kingdom	https://beermaverick.com/hop/godiva/	Alpha Acid %	6	9	7.5
Godiva	Aroma	United Kingdom	https://beermaverick.com/hop/godiva/	Beta Acid %	1.9	3	2.5
Godiva	Aroma	United Kingdom	https://beermaverick.com/hop/godiva/	Alpha-Beta Ratio	2	5	3
Godiva	Aroma	United Kingdom	https://beermaverick.com/hop/godiva/	Co-Humulone as % of Alpha	25	29	27
Godiva	Aroma	United Kingdom	https://beermaverick.com/hop/godiva/	Total Oils (mL/100g)	0.4	0.8	0.6
Hallertau Taurus	Dual	United Kingdom	https://beermaverick.com/hop/hallertau-taurus/	Alpha Acid %	12	17.9	15
Hallertau Taurus	Dual	United Kingdom	https://beermaverick.com/hop/hallertau-taurus/	Beta Acid %	4	6	5
Hallertau Taurus	Dual	United Kingdom	https://beermaverick.com/hop/hallertau-taurus/	Alpha-Beta Ratio	2	4	3
Hallertau Taurus	Dual	United Kingdom	https://beermaverick.com/hop/hallertau-taurus/	Co-Humulone as % of Alpha	20	25	22.5
Hallertau Taurus	Dual	United Kingdom	https://beermaverick.com/hop/hallertau-taurus/	Total Oils (mL/100g)	0.9	1.5	1.2
Hallertau Taurus	Dual	United Kingdom	https://beermaverick.com/hop/hallertau-taurus/	Myrcene	29	31	30
Hallertau Taurus	Dual	United Kingdom	https://beermaverick.com/hop/hallertau-taurus/	Humulene	30	31	30.5
Hallertau Taurus	Dual	United Kingdom	https://beermaverick.com/hop/hallertau-taurus/	Caryophyllene	7	9	8
Hallertau Taurus	Dual	United Kingdom	https://beermaverick.com/hop/hallertau-taurus/	Farnesene	0	1	0.5
Hallertau Taurus	Dual	United Kingdom	https://beermaverick.com/hop/hallertau-taurus/	All Others	28	34	34
Harlequin	Dual	United Kingdom	https://beermaverick.com/hop/harlequin/	Alpha Acid %	9	12	10.5
Harlequin	Dual	United Kingdom	https://beermaverick.com/hop/harlequin/	Beta Acid %	7	9	8
Harlequin	Dual	United Kingdom	https://beermaverick.com/hop/harlequin/	Alpha-Beta Ratio	1	2	1
Harlequin	Dual	United Kingdom	https://beermaverick.com/hop/harlequin/	Co-Humulone as % of Alpha	27	31	29
Harlequin	Dual	United Kingdom	https://beermaverick.com/hop/harlequin/	Total Oils (mL/100g)	1	1.6	1.3
Harlequin	Dual	United Kingdom	https://beermaverick.com/hop/harlequin/	Myrcene	59	61	60
Harlequin	Dual	United Kingdom	https://beermaverick.com/hop/harlequin/	Humulene	4	6	5
Harlequin	Dual	United Kingdom	https://beermaverick.com/hop/harlequin/	Caryophyllene	NA	NA	NA
Harlequin	Dual	United Kingdom	https://beermaverick.com/hop/harlequin/	Farnesene	9	11	10
Harlequin	Dual	United Kingdom	https://beermaverick.com/hop/harlequin/	All Others	22	28	28
Herald	Dual	United Kingdom	https://beermaverick.com/hop/herald/	Alpha Acid %	9	13	11
Herald	Dual	United Kingdom	https://beermaverick.com/hop/herald/	Beta Acid %	4.5	5.5	5
Herald	Dual	United Kingdom	https://beermaverick.com/hop/herald/	Alpha-Beta Ratio	2	3	2
Herald	Dual	United Kingdom	https://beermaverick.com/hop/herald/	Co-Humulone as % of Alpha	35	37	36
Herald	Dual	United Kingdom	https://beermaverick.com/hop/herald/	Total Oils (mL/100g)	1	1.9	1.5
Herald	Dual	United Kingdom	https://beermaverick.com/hop/herald/	Myrcene	39	41	40
Herald	Dual	United Kingdom	https://beermaverick.com/hop/herald/	Humulene	14	16	15
Herald	Dual	United Kingdom	https://beermaverick.com/hop/herald/	Caryophyllene	6	8	7
Herald	Dual	United Kingdom	https://beermaverick.com/hop/herald/	Farnesene	0	1	0.5
Herald	Dual	United Kingdom	https://beermaverick.com/hop/herald/	All Others	34	41	41
Jester	Dual	United Kingdom	https://beermaverick.com/hop/jester/	Alpha Acid %	7	9	8
Jester	Dual	United Kingdom	https://beermaverick.com/hop/jester/	Beta Acid %	4	6	5
Jester	Dual	United Kingdom	https://beermaverick.com/hop/jester/	Alpha-Beta Ratio	1	2	2
Jester	Dual	United Kingdom	https://beermaverick.com/hop/jester/	Co-Humulone as % of Alpha	23	28	25.5
Jester	Dual	United Kingdom	https://beermaverick.com/hop/jester/	Total Oils (mL/100g)	0.6	1.2	0.9
Minstrel	Dual	United Kingdom	https://beermaverick.com/hop/minstrel/	Alpha Acid %	5	7	6
Minstrel	Dual	United Kingdom	https://beermaverick.com/hop/minstrel/	Beta Acid %	3	3.5	3.3
Minstrel	Dual	United Kingdom	https://beermaverick.com/hop/minstrel/	Alpha-Beta Ratio	1	2	2
Minstrel	Dual	United Kingdom	https://beermaverick.com/hop/minstrel/	Co-Humulone as % of Alpha	22	26	24
Minstrel	Dual	United Kingdom	https://beermaverick.com/hop/minstrel/	Total Oils (mL/100g)	0.5	0.7	0.6
Minstrel	Dual	United Kingdom	https://beermaverick.com/hop/minstrel/	Myrcene	22	25	23.5
Minstrel	Dual	United Kingdom	https://beermaverick.com/hop/minstrel/	Humulene	1	4	2.5
Minstrel	Dual	United Kingdom	https://beermaverick.com/hop/minstrel/	Caryophyllene	NA	NA	NA
Minstrel	Dual	United Kingdom	https://beermaverick.com/hop/minstrel/	Farnesene	7	9	8
Minstrel	Dual	United Kingdom	https://beermaverick.com/hop/minstrel/	All Others	62	70	70
Mystic	Aroma	United Kingdom	https://beermaverick.com/hop/mystic/	Alpha Acid %	4	7	5.5
Mystic	Aroma	United Kingdom	https://beermaverick.com/hop/mystic/	Beta Acid %	2	4	3
Mystic	Aroma	United Kingdom	https://beermaverick.com/hop/mystic/	Alpha-Beta Ratio	1	4	2
Mystic	Aroma	United Kingdom	https://beermaverick.com/hop/mystic/	Co-Humulone as % of Alpha	30	40	35
Mystic	Aroma	United Kingdom	https://beermaverick.com/hop/mystic/	Total Oils (mL/100g)	0.5	1.5	1
Mystic	Aroma	United Kingdom	https://beermaverick.com/hop/mystic/	Myrcene	30	40	35
Mystic	Aroma	United Kingdom	https://beermaverick.com/hop/mystic/	Humulene	30	40	35
Mystic	Aroma	United Kingdom	https://beermaverick.com/hop/mystic/	Caryophyllene	0	0	0
Mystic	Aroma	United Kingdom	https://beermaverick.com/hop/mystic/	Farnesene	0	1	0.5
Mystic	Aroma	United Kingdom	https://beermaverick.com/hop/mystic/	All Others	19	40	40
Olicana	Dual	United Kingdom	https://beermaverick.com/hop/olicana/	Alpha Acid %	7	9	8
Olicana	Dual	United Kingdom	https://beermaverick.com/hop/olicana/	Beta Acid %	4	6	5
Olicana	Dual	United Kingdom	https://beermaverick.com/hop/olicana/	Alpha-Beta Ratio	1	2	2
Olicana	Dual	United Kingdom	https://beermaverick.com/hop/olicana/	Co-Humulone as % of Alpha	28	32	30
Olicana	Dual	United Kingdom	https://beermaverick.com/hop/olicana/	Total Oils (mL/100g)	NA	NA	0.5
Olicana	Dual	United Kingdom	https://beermaverick.com/hop/olicana/	Myrcene	19	20	19.5
Olicana	Dual	United Kingdom	https://beermaverick.com/hop/olicana/	Humulene	8	9	8.5
Olicana	Dual	United Kingdom	https://beermaverick.com/hop/olicana/	Caryophyllene	NA	NA	NA
Olicana	Dual	United Kingdom	https://beermaverick.com/hop/olicana/	Farnesene	0	1	0.5
Olicana	Dual	United Kingdom	https://beermaverick.com/hop/olicana/	All Others	70	73	73
Omega	Aroma	United Kingdom	https://beermaverick.com/hop/omega/	Alpha Acid %	9	10	9.5
Omega	Aroma	United Kingdom	https://beermaverick.com/hop/omega/	Beta Acid %	3	4	3.5
Omega	Aroma	United Kingdom	https://beermaverick.com/hop/omega/	Alpha-Beta Ratio	2	3	3
Omega	Aroma	United Kingdom	https://beermaverick.com/hop/omega/	Co-Humulone as % of Alpha	NA	NA	29
Omega	Aroma	United Kingdom	https://beermaverick.com/hop/omega/	Total Oils (mL/100g)	NA	NA	1.7
Omega	Aroma	United Kingdom	https://beermaverick.com/hop/omega/	Myrcene	52	54	53
Omega	Aroma	United Kingdom	https://beermaverick.com/hop/omega/	Humulene	16	18	17
Omega	Aroma	United Kingdom	https://beermaverick.com/hop/omega/	Caryophyllene	4	6	5
Omega	Aroma	United Kingdom	https://beermaverick.com/hop/omega/	Farnesene	0	1	0.5
Omega	Aroma	United Kingdom	https://beermaverick.com/hop/omega/	All Others	21	28	28
Phoenix	Dual	United Kingdom	https://beermaverick.com/hop/phoenix/	Alpha Acid %	8	13.5	10.8
Phoenix	Dual	United Kingdom	https://beermaverick.com/hop/phoenix/	Beta Acid %	3.3	5.5	4.4
Phoenix	Dual	United Kingdom	https://beermaverick.com/hop/phoenix/	Alpha-Beta Ratio	1	4	3
Phoenix	Dual	United Kingdom	https://beermaverick.com/hop/phoenix/	Co-Humulone as % of Alpha	24	33	28.5
Phoenix	Dual	United Kingdom	https://beermaverick.com/hop/phoenix/	Total Oils (mL/100g)	1.2	3	2.1
Phoenix	Dual	United Kingdom	https://beermaverick.com/hop/phoenix/	Myrcene	23	25	24
Phoenix	Dual	United Kingdom	https://beermaverick.com/hop/phoenix/	Humulene	29	31	30
Phoenix	Dual	United Kingdom	https://beermaverick.com/hop/phoenix/	Caryophyllene	10	12	11
Phoenix	Dual	United Kingdom	https://beermaverick.com/hop/phoenix/	Farnesene	1	2	1.5
Phoenix	Dual	United Kingdom	https://beermaverick.com/hop/phoenix/	All Others	30	37	37
Pilgrim	Dual	United Kingdom	https://beermaverick.com/hop/pilgrim/	Alpha Acid %	9	13	11
Pilgrim	Dual	United Kingdom	https://beermaverick.com/hop/pilgrim/	Beta Acid %	4.2	5.5	4.9
Pilgrim	Dual	United Kingdom	https://beermaverick.com/hop/pilgrim/	Alpha-Beta Ratio	2	3	2
Pilgrim	Dual	United Kingdom	https://beermaverick.com/hop/pilgrim/	Co-Humulone as % of Alpha	36	38	37
Pilgrim	Dual	United Kingdom	https://beermaverick.com/hop/pilgrim/	Total Oils (mL/100g)	1	1.8	1.4
Pilgrim	Dual	United Kingdom	https://beermaverick.com/hop/pilgrim/	Myrcene	30	35	32.5
Pilgrim	Dual	United Kingdom	https://beermaverick.com/hop/pilgrim/	Humulene	21	25	23
Pilgrim	Dual	United Kingdom	https://beermaverick.com/hop/pilgrim/	Caryophyllene	NA	NA	NA
Pilgrim	Dual	United Kingdom	https://beermaverick.com/hop/pilgrim/	Farnesene	0	1	0.5
Pilgrim	Dual	United Kingdom	https://beermaverick.com/hop/pilgrim/	All Others	39	49	49
Pilot	Bittering	United Kingdom	https://beermaverick.com/hop/pilot/	Alpha Acid %	8	11.5	9.8
Pilot	Bittering	United Kingdom	https://beermaverick.com/hop/pilot/	Beta Acid %	3.3	5	4.2
Pilot	Bittering	United Kingdom	https://beermaverick.com/hop/pilot/	Alpha-Beta Ratio	2	3	3
Pilot	Bittering	United Kingdom	https://beermaverick.com/hop/pilot/	Co-Humulone as % of Alpha	28	37	32.5
Pilot	Bittering	United Kingdom	https://beermaverick.com/hop/pilot/	Total Oils (mL/100g)	0.8	1.5	1.2
Pilot	Bittering	United Kingdom	https://beermaverick.com/hop/pilot/	Myrcene	35	40	37.5
Pilot	Bittering	United Kingdom	https://beermaverick.com/hop/pilot/	Humulene	3	6	4.5
Pilot	Bittering	United Kingdom	https://beermaverick.com/hop/pilot/	Caryophyllene	NA	NA	NA
Pilot	Bittering	United Kingdom	https://beermaverick.com/hop/pilot/	Farnesene	0	1	0.5
Pilot	Bittering	United Kingdom	https://beermaverick.com/hop/pilot/	All Others	53	62	62
Pioneer	Dual	United Kingdom	https://beermaverick.com/hop/pioneer/	Alpha Acid %	8	10.5	9.3
Pioneer	Dual	United Kingdom	https://beermaverick.com/hop/pioneer/	Beta Acid %	3.5	4.5	4
Pioneer	Dual	United Kingdom	https://beermaverick.com/hop/pioneer/	Alpha-Beta Ratio	2	3	2
Pioneer	Dual	United Kingdom	https://beermaverick.com/hop/pioneer/	Co-Humulone as % of Alpha	36	40	38
Pioneer	Dual	United Kingdom	https://beermaverick.com/hop/pioneer/	Total Oils (mL/100g)	1	1.8	1.4
Pioneer	Dual	United Kingdom	https://beermaverick.com/hop/pioneer/	Myrcene	34	36	35
Pioneer	Dual	United Kingdom	https://beermaverick.com/hop/pioneer/	Humulene	18	25	21.5
Pioneer	Dual	United Kingdom	https://beermaverick.com/hop/pioneer/	Caryophyllene	NA	NA	NA
Pioneer	Dual	United Kingdom	https://beermaverick.com/hop/pioneer/	Farnesene	0	1	0.5
Pioneer	Dual	United Kingdom	https://beermaverick.com/hop/pioneer/	All Others	38	48	48
Progress	Aroma	United Kingdom	https://beermaverick.com/hop/progress/	Alpha Acid %	5	7.5	6.3
Progress	Aroma	United Kingdom	https://beermaverick.com/hop/progress/	Beta Acid %	1.8	2.7	2.3
Progress	Aroma	United Kingdom	https://beermaverick.com/hop/progress/	Alpha-Beta Ratio	2	4	3
Progress	Aroma	United Kingdom	https://beermaverick.com/hop/progress/	Co-Humulone as % of Alpha	25	27	26
Progress	Aroma	United Kingdom	https://beermaverick.com/hop/progress/	Total Oils (mL/100g)	0.5	0.8	0.7
Progress	Aroma	United Kingdom	https://beermaverick.com/hop/progress/	Myrcene	25	30	27.5
Progress	Aroma	United Kingdom	https://beermaverick.com/hop/progress/	Humulene	40	47	43.5
Progress	Aroma	United Kingdom	https://beermaverick.com/hop/progress/	Caryophyllene	12	15	13.5
Progress	Aroma	United Kingdom	https://beermaverick.com/hop/progress/	Farnesene	0	1	0.5
Progress	Aroma	United Kingdom	https://beermaverick.com/hop/progress/	All Others	7	23	23
Sovereign	Aroma	United Kingdom	https://beermaverick.com/hop/sovereign/	Alpha Acid %	4.5	6.5	5.5
Sovereign	Aroma	United Kingdom	https://beermaverick.com/hop/sovereign/	Beta Acid %	2.1	3.1	2.6
Sovereign	Aroma	United Kingdom	https://beermaverick.com/hop/sovereign/	Alpha-Beta Ratio	1	3	2
Sovereign	Aroma	United Kingdom	https://beermaverick.com/hop/sovereign/	Co-Humulone as % of Alpha	26	30	28
Sovereign	Aroma	United Kingdom	https://beermaverick.com/hop/sovereign/	Total Oils (mL/100g)	0.6	1	0.8
Sovereign	Aroma	United Kingdom	https://beermaverick.com/hop/sovereign/	Myrcene	20	31	25.5
Sovereign	Aroma	United Kingdom	https://beermaverick.com/hop/sovereign/	Humulene	20	27	23.5
Sovereign	Aroma	United Kingdom	https://beermaverick.com/hop/sovereign/	Caryophyllene	7	9	8
Sovereign	Aroma	United Kingdom	https://beermaverick.com/hop/sovereign/	Farnesene	3	4	3.5
Sovereign	Aroma	United Kingdom	https://beermaverick.com/hop/sovereign/	All Others	29	50	50
Sussex	Aroma	United Kingdom	https://beermaverick.com/hop/sussex/	Alpha Acid %	4.3	5.8	5.1
Sussex	Aroma	United Kingdom	https://beermaverick.com/hop/sussex/	Beta Acid %	2.4	3.2	2.8
Sussex	Aroma	United Kingdom	https://beermaverick.com/hop/sussex/	Alpha-Beta Ratio	1	2	2
Sussex	Aroma	United Kingdom	https://beermaverick.com/hop/sussex/	Co-Humulone as % of Alpha	29	32	30.5
Sussex	Aroma	United Kingdom	https://beermaverick.com/hop/sussex/	Total Oils (mL/100g)	0.4	0.6	0.5
Sussex	Aroma	United Kingdom	https://beermaverick.com/hop/sussex/	Myrcene	41	43	42
Sussex	Aroma	United Kingdom	https://beermaverick.com/hop/sussex/	Humulene	22	24	23
Sussex	Aroma	United Kingdom	https://beermaverick.com/hop/sussex/	Caryophyllene	NA	NA	NA
Sussex	Aroma	United Kingdom	https://beermaverick.com/hop/sussex/	Farnesene	0	1	0.5
Sussex	Aroma	United Kingdom	https://beermaverick.com/hop/sussex/	All Others	32	37	37
Target	Bittering	United Kingdom	https://beermaverick.com/hop/target/	Alpha Acid %	8.5	13.5	11
Target	Bittering	United Kingdom	https://beermaverick.com/hop/target/	Beta Acid %	4.3	5.7	5
Target	Bittering	United Kingdom	https://beermaverick.com/hop/target/	Alpha-Beta Ratio	1	3	2
Target	Bittering	United Kingdom	https://beermaverick.com/hop/target/	Co-Humulone as % of Alpha	35	40	37.5
Target	Bittering	United Kingdom	https://beermaverick.com/hop/target/	Total Oils (mL/100g)	1	1.4	1.2
Target	Bittering	United Kingdom	https://beermaverick.com/hop/target/	Myrcene	45	55	50
Target	Bittering	United Kingdom	https://beermaverick.com/hop/target/	Humulene	17	23	20
Target	Bittering	United Kingdom	https://beermaverick.com/hop/target/	Caryophyllene	8	10	9
Target	Bittering	United Kingdom	https://beermaverick.com/hop/target/	Farnesene	0	1	0.5
Target	Bittering	United Kingdom	https://beermaverick.com/hop/target/	All Others	11	30	30
Whitbread Golding Variety (WGV)	Dual	United Kingdom	https://beermaverick.com/hop/whitbread-golding-variety-wgv/	Alpha Acid %	5.4	7.7	6.6
Whitbread Golding Variety (WGV)	Dual	United Kingdom	https://beermaverick.com/hop/whitbread-golding-variety-wgv/	Beta Acid %	2	3.5	2.8
Whitbread Golding Variety (WGV)	Dual	United Kingdom	https://beermaverick.com/hop/whitbread-golding-variety-wgv/	Alpha-Beta Ratio	2	4	3
Whitbread Golding Variety (WGV)	Dual	United Kingdom	https://beermaverick.com/hop/whitbread-golding-variety-wgv/	Co-Humulone as % of Alpha	35	43	39
Whitbread Golding Variety (WGV)	Dual	United Kingdom	https://beermaverick.com/hop/whitbread-golding-variety-wgv/	Total Oils (mL/100g)	0.8	1.2	1
Whitbread Golding Variety (WGV)	Dual	United Kingdom	https://beermaverick.com/hop/whitbread-golding-variety-wgv/	Myrcene	19	27	23
Whitbread Golding Variety (WGV)	Dual	United Kingdom	https://beermaverick.com/hop/whitbread-golding-variety-wgv/	Humulene	35	42	38.5
Whitbread Golding Variety (WGV)	Dual	United Kingdom	https://beermaverick.com/hop/whitbread-golding-variety-wgv/	Caryophyllene	11	15	13
Whitbread Golding Variety (WGV)	Dual	United Kingdom	https://beermaverick.com/hop/whitbread-golding-variety-wgv/	Farnesene	1	2	1.5
Whitbread Golding Variety (WGV)	Dual	United Kingdom	https://beermaverick.com/hop/whitbread-golding-variety-wgv/	All Others	14	34	34
Yeoman	Dual	United Kingdom	https://beermaverick.com/hop/yeoman/	Alpha Acid %	12	16	14
Yeoman	Dual	United Kingdom	https://beermaverick.com/hop/yeoman/	Beta Acid %	4	5	4.5
Yeoman	Dual	United Kingdom	https://beermaverick.com/hop/yeoman/	Alpha-Beta Ratio	2	4	3
Yeoman	Dual	United Kingdom	https://beermaverick.com/hop/yeoman/	Co-Humulone as % of Alpha	NA	NA	25
Yeoman	Dual	United Kingdom	https://beermaverick.com/hop/yeoman/	Total Oils (mL/100g)	1.7	2.4	2.1
Yeoman	Dual	United Kingdom	https://beermaverick.com/hop/yeoman/	Myrcene	47	49	48
Yeoman	Dual	United Kingdom	https://beermaverick.com/hop/yeoman/	Humulene	19	21	20
Yeoman	Dual	United Kingdom	https://beermaverick.com/hop/yeoman/	Caryophyllene	9	10	9.5
Yeoman	Dual	United Kingdom	https://beermaverick.com/hop/yeoman/	Farnesene	0	1	0.5
Yeoman	Dual	United Kingdom	https://beermaverick.com/hop/yeoman/	All Others	19	25	25
Adeena	Aroma	United States of America	https://beermaverick.com/hop/adeena/	Alpha Acid %	3.5	5	4.3
Adeena	Aroma	United States of America	https://beermaverick.com/hop/adeena/	Beta Acid %	3	4	3.5
Adeena	Aroma	United States of America	https://beermaverick.com/hop/adeena/	Alpha-Beta Ratio	1	2	1
Adeena	Aroma	United States of America	https://beermaverick.com/hop/adeena/	Co-Humulone as % of Alpha	34	38	36
Adeena	Aroma	United States of America	https://beermaverick.com/hop/adeena/	Total Oils (mL/100g)	0.8	1.1	1
Adeena	Aroma	United States of America	https://beermaverick.com/hop/adeena/	Myrcene	27	30	28.5
Adeena	Aroma	United States of America	https://beermaverick.com/hop/adeena/	Humulene	31	45	38
Adeena	Aroma	United States of America	https://beermaverick.com/hop/adeena/	Caryophyllene	15	22	18.5
Adeena	Aroma	United States of America	https://beermaverick.com/hop/adeena/	Farnesene	4	7	5.5
Adeena	Aroma	United States of America	https://beermaverick.com/hop/adeena/	All Others	0	23	23
Ahhhroma	Dual	United States of America	https://beermaverick.com/hop/ahhhroma/	Alpha Acid %	15.4	18.8	17.1
Ahhhroma	Dual	United States of America	https://beermaverick.com/hop/ahhhroma/	Beta Acid %	6	9	7.5
Ahhhroma	Dual	United States of America	https://beermaverick.com/hop/ahhhroma/	Alpha-Beta Ratio	2	3	2
Ahhhroma	Dual	United States of America	https://beermaverick.com/hop/ahhhroma/	Co-Humulone as % of Alpha	34	35	34.5
Ahhhroma	Dual	United States of America	https://beermaverick.com/hop/ahhhroma/	Total Oils (mL/100g)	2.1	4	3.1
Ahhhroma	Dual	United States of America	https://beermaverick.com/hop/ahhhroma/	Myrcene	55	56	55.5
Ahhhroma	Dual	United States of America	https://beermaverick.com/hop/ahhhroma/	Humulene	12	13	12.5
Ahhhroma	Dual	United States of America	https://beermaverick.com/hop/ahhhroma/	Caryophyllene	6	7	6.5
Ahhhroma	Dual	United States of America	https://beermaverick.com/hop/ahhhroma/	Farnesene	0	1	0.5
Ahhhroma	Dual	United States of America	https://beermaverick.com/hop/ahhhroma/	All Others	23	27	27
Ahtanum	Aroma	United States of America	https://beermaverick.com/hop/ahtanum/	Alpha Acid %	3.5	6.5	5
Ahtanum	Aroma	United States of America	https://beermaverick.com/hop/ahtanum/	Beta Acid %	4	6.5	5.3
Ahtanum	Aroma	United States of America	https://beermaverick.com/hop/ahtanum/	Alpha-Beta Ratio	1	2	1
Ahtanum	Aroma	United States of America	https://beermaverick.com/hop/ahtanum/	Co-Humulone as % of Alpha	30	35	32.5
Ahtanum	Aroma	United States of America	https://beermaverick.com/hop/ahtanum/	Total Oils (mL/100g)	0.5	1.7	1.1
Ahtanum	Aroma	United States of America	https://beermaverick.com/hop/ahtanum/	Myrcene	45	55	50
Ahtanum	Aroma	United States of America	https://beermaverick.com/hop/ahtanum/	Humulene	15	22	18.5
Ahtanum	Aroma	United States of America	https://beermaverick.com/hop/ahtanum/	Caryophyllene	9	12	10.5
Ahtanum	Aroma	United States of America	https://beermaverick.com/hop/ahtanum/	Farnesene	0	1	0.5
Ahtanum	Aroma	United States of America	https://beermaverick.com/hop/ahtanum/	All Others	10	31	31
Aloha Blend	Dual	United States of America	https://beermaverick.com/hop/aloha/	Alpha Acid %	8.8	10.3	9.6
Aloha Blend	Dual	United States of America	https://beermaverick.com/hop/aloha/	Co-Humulone as % of Alpha	1.5	2.2	1.9
Altus	Aroma	United States of America	https://beermaverick.com/hop/altus/	Alpha Acid %	15	18.5	16.8
Altus	Aroma	United States of America	https://beermaverick.com/hop/altus/	Beta Acid %	4	5.2	4.6
Altus	Aroma	United States of America	https://beermaverick.com/hop/altus/	Alpha-Beta Ratio	3	5	4
Altus	Aroma	United States of America	https://beermaverick.com/hop/altus/	Co-Humulone as % of Alpha	26	29	27.5
Altus	Aroma	United States of America	https://beermaverick.com/hop/altus/	Total Oils (mL/100g)	3	4.4	3.7
Amarillo	Aroma	United States of America	https://beermaverick.com/hop/amarillo/	Alpha Acid %	7	11	9
Amarillo	Aroma	United States of America	https://beermaverick.com/hop/amarillo/	Beta Acid %	5.5	8	6.8
Amarillo	Aroma	United States of America	https://beermaverick.com/hop/amarillo/	Alpha-Beta Ratio	1	2	1
Amarillo	Aroma	United States of America	https://beermaverick.com/hop/amarillo/	Co-Humulone as % of Alpha	21	24	22.5
Amarillo	Aroma	United States of America	https://beermaverick.com/hop/amarillo/	Total Oils (mL/100g)	1	2.3	1.7
Amarillo	Aroma	United States of America	https://beermaverick.com/hop/amarillo/	Myrcene	40	70	55
Amarillo	Aroma	United States of America	https://beermaverick.com/hop/amarillo/	Humulene	19	24	21.5
Amarillo	Aroma	United States of America	https://beermaverick.com/hop/amarillo/	Caryophyllene	7	10	8.5
Amarillo	Aroma	United States of America	https://beermaverick.com/hop/amarillo/	Farnesene	6	9	7.5
Amarillo	Aroma	United States of America	https://beermaverick.com/hop/amarillo/	All Others	0	28	28
Apollo	Bittering	United States of America	https://beermaverick.com/hop/apollo/	Alpha Acid %	15	20.5	17.8
Apollo	Bittering	United States of America	https://beermaverick.com/hop/apollo/	Beta Acid %	5.5	8	6.8
Apollo	Bittering	United States of America	https://beermaverick.com/hop/apollo/	Alpha-Beta Ratio	2	4	3
Apollo	Bittering	United States of America	https://beermaverick.com/hop/apollo/	Co-Humulone as % of Alpha	23	28	25.5
Apollo	Bittering	United States of America	https://beermaverick.com/hop/apollo/	Total Oils (mL/100g)	0.8	2.5	1.7
Apollo	Bittering	United States of America	https://beermaverick.com/hop/apollo/	Myrcene	30	50	40
Apollo	Bittering	United States of America	https://beermaverick.com/hop/apollo/	Humulene	20	35	27.5
Apollo	Bittering	United States of America	https://beermaverick.com/hop/apollo/	Caryophyllene	14	20	17
Apollo	Bittering	United States of America	https://beermaverick.com/hop/apollo/	Farnesene	0	1	0.5
Apollo	Bittering	United States of America	https://beermaverick.com/hop/apollo/	All Others	0	36	36
Aquila	Aroma	United States of America	https://beermaverick.com/hop/aquila/	Alpha Acid %	6.5	8.9	7.7
Aquila	Aroma	United States of America	https://beermaverick.com/hop/aquila/	Beta Acid %	3	4.9	4
Aquila	Aroma	United States of America	https://beermaverick.com/hop/aquila/	Alpha-Beta Ratio	1	3	2
Aquila	Aroma	United States of America	https://beermaverick.com/hop/aquila/	Co-Humulone as % of Alpha	NA	NA	46
